person_a,person_a_role,person_b,person_b_role,year,country,performance_id
Sanne Putseys,lyricists,Tanja Daese,backings,2016,BE,2016-be
Sanne Putseys,lyricists,Hans Pannecoucke,stageDirector,2016,BE,2016-be
Tanja Daese,backings,Hans Pannecoucke,stageDirector,2016,BE,2016-be
Douwe Bob,artist,Matthijs van Duijvenbode,composers,2016,NL,2016-nl
Douwe Bob,artist,Jeroen Overman,lyricists,2016,NL,2016-nl
Douwe Bob,artist,Thijs Boontjes,backings,2016,NL,2016-nl
Douwe Bob,artist,Hans Pannecoucke,stageDirector,2016,NL,2016-nl
Matthijs van Duijvenbode,composers,Jeroen Overman,lyricists,2016,NL,2016-nl
Matthijs van Duijvenbode,composers,Thijs Boontjes,backings,2016,NL,2016-nl
Matthijs van Duijvenbode,composers,Hans Pannecoucke,stageDirector,2016,NL,2016-nl
Jeroen Overman,lyricists,Thijs Boontjes,backings,2016,NL,2016-nl
Jeroen Overman,lyricists,Hans Pannecoucke,stageDirector,2016,NL,2016-nl
Thijs Boontjes,backings,Hans Pannecoucke,stageDirector,2016,NL,2016-nl
Ira Losco,artist,Tobias Lundgren,writers,2016,MT,2016-mt
Ira Losco,artist,Pamela Bezzina,backings,2016,MT,2016-mt
Ira Losco,artist,Stephane Boko,stageDirector,2016,MT,2016-mt
Ira Losco,artist,Fransman Skorpion,dancers,2016,MT,2016-mt
Tobias Lundgren,writers,Pamela Bezzina,backings,2016,MT,2016-mt
Tobias Lundgren,writers,Stephane Boko,stageDirector,2016,MT,2016-mt
Tobias Lundgren,writers,Fransman Skorpion,dancers,2016,MT,2016-mt
Pamela Bezzina,backings,Stephane Boko,stageDirector,2016,MT,2016-mt
Pamela Bezzina,backings,Fransman Skorpion,dancers,2016,MT,2016-mt
Stephane Boko,stageDirector,Fransman Skorpion,dancers,2016,MT,2016-mt
Zoë,artist,Zoë Straub,writers,2016,AT,2016-at
Zoë,artist,Sandra Þórðardóttir,backings,2016,AT,2016-at
Zoë,artist,Marvin Dietmann,stageDirector,2016,AT,2016-at
Zoë Straub,writers,Sandra Þórðardóttir,backings,2016,AT,2016-at
Zoë Straub,writers,Marvin Dietmann,stageDirector,2016,AT,2016-at
Sandra Þórðardóttir,backings,Marvin Dietmann,stageDirector,2016,AT,2016-at
Hovi Star,artist,Doron Medalie,writers,2016,IL,2016-il
Hovi Star,artist,Jennifer Cohen,dancers,2016,IL,2016-il
Hovi Star,artist,Matan Agami,backings,2016,IL,2016-il
Hovi Star,artist,Doron Medalie,stageDirector,2016,IL,2016-il
Doron Medalie,writers,Jennifer Cohen,dancers,2016,IL,2016-il
Doron Medalie,writers,Matan Agami,backings,2016,IL,2016-il
Doron Medalie,writers,Doron Medalie,stageDirector,2016,IL,2016-il
Jennifer Cohen,dancers,Matan Agami,backings,2016,IL,2016-il
Jennifer Cohen,dancers,Doron Medalie,stageDirector,2016,IL,2016-il
Matan Agami,backings,Doron Medalie,stageDirector,2016,IL,2016-il
Justs,artist,Aminata Savadogo,writers,2016,LV,2016-lv
Justs,artist,Katrīna Anna Vīgante,backings,2016,LV,2016-lv
Justs,artist,Andrejs Gavrišs,stageDirector,2016,LV,2016-lv
Aminata Savadogo,writers,Katrīna Anna Vīgante,backings,2016,LV,2016-lv
Aminata Savadogo,writers,Andrejs Gavrišs,stageDirector,2016,LV,2016-lv
Katrīna Anna Vīgante,backings,Andrejs Gavrišs,stageDirector,2016,LV,2016-lv
Francesca Michielin,artist,Federica Abbate,composers,2016,IT,2016-it
Francesca Michielin,artist,Norma Jean Martine,lyricists,2016,IT,2016-it
Francesca Michielin,artist,Sabrina Fiorella,backings,2016,IT,2016-it
Francesca Michielin,artist,Nicoline Refsing,stageDirector,2016,IT,2016-it
Federica Abbate,composers,Norma Jean Martine,lyricists,2016,IT,2016-it
Federica Abbate,composers,Sabrina Fiorella,backings,2016,IT,2016-it
Federica Abbate,composers,Nicoline Refsing,stageDirector,2016,IT,2016-it
Norma Jean Martine,lyricists,Sabrina Fiorella,backings,2016,IT,2016-it
Norma Jean Martine,lyricists,Nicoline Refsing,stageDirector,2016,IT,2016-it
Sabrina Fiorella,backings,Nicoline Refsing,stageDirector,2016,IT,2016-it
Samra,artist,Jakke Erixson,writers,2016,AZ,2016-az
Samra,artist,Zain Odelstål,backings,2016,AZ,2016-az
Samra,artist,Roine Söderlundh,stageDirector,2016,AZ,2016-az
Jakke Erixson,writers,Zain Odelstål,backings,2016,AZ,2016-az
Jakke Erixson,writers,Roine Söderlundh,stageDirector,2016,AZ,2016-az
Zain Odelstål,backings,Roine Söderlundh,stageDirector,2016,AZ,2016-az
Sanja Vučić ZAA,artist,Ivana Peters,writers,2016,RS,2016-rs
Sanja Vučić ZAA,artist,Lena Kuzmanović,backings,2016,RS,2016-rs
Sanja Vučić ZAA,artist,Marko Novaković,stageDirector,2016,RS,2016-rs
Sanja Vučić ZAA,artist,Miloš Isailović,dancers,2016,RS,2016-rs
Ivana Peters,writers,Lena Kuzmanović,backings,2016,RS,2016-rs
Ivana Peters,writers,Marko Novaković,stageDirector,2016,RS,2016-rs
Ivana Peters,writers,Miloš Isailović,dancers,2016,RS,2016-rs
Lena Kuzmanović,backings,Marko Novaković,stageDirector,2016,RS,2016-rs
Lena Kuzmanović,backings,Miloš Isailović,dancers,2016,RS,2016-rs
Marko Novaković,stageDirector,Miloš Isailović,dancers,2016,RS,2016-rs
Freddie,artist,Zé Szabó,composers,2016,HU,2016-hu
Freddie,artist,Borbála Csarnai,lyricists,2016,HU,2016-hu
Freddie,artist,Tamás Mészáros,backings,2016,HU,2016-hu
Freddie,artist,Szabolcs Gyöngyösi,stageDirector,2016,HU,2016-hu
Zé Szabó,composers,Borbála Csarnai,lyricists,2016,HU,2016-hu
Zé Szabó,composers,Tamás Mészáros,backings,2016,HU,2016-hu
Zé Szabó,composers,Szabolcs Gyöngyösi,stageDirector,2016,HU,2016-hu
Borbála Csarnai,lyricists,Tamás Mészáros,backings,2016,HU,2016-hu
Borbála Csarnai,lyricists,Szabolcs Gyöngyösi,stageDirector,2016,HU,2016-hu
Tamás Mészáros,backings,Szabolcs Gyöngyösi,stageDirector,2016,HU,2016-hu
Nika Kocharov & Young Georgian Lolitaz,artist,Lars Säfsund,backings,2016,GE,2016-ge
Nika Kocharov & Young Georgian Lolitaz,artist,Thomas G:son,composers,2016,GE,2016-ge
Nika Kocharov & Young Georgian Lolitaz,artist,Kote Kalandadze,lyricists,2016,GE,2016-ge
Nika Kocharov & Young Georgian Lolitaz,artist,Sacha Jean-Baptiste,stageDirector,2016,GE,2016-ge
Lars Säfsund,backings,Thomas G:son,composers,2016,GE,2016-ge
Lars Säfsund,backings,Kote Kalandadze,lyricists,2016,GE,2016-ge
Lars Säfsund,backings,Sacha Jean-Baptiste,stageDirector,2016,GE,2016-ge
Thomas G:son,composers,Kote Kalandadze,lyricists,2016,GE,2016-ge
Thomas G:son,composers,Sacha Jean-Baptiste,stageDirector,2016,GE,2016-ge
Kote Kalandadze,lyricists,Sacha Jean-Baptiste,stageDirector,2016,GE,2016-ge
Minus One,artist,Lars Säfsund,backings,2016,CY,2016-cy
Minus One,artist,Thomas G:son,writers,2016,CY,2016-cy
Minus One,artist,Sacha Jean-Baptiste,stageDirector,2016,CY,2016-cy
Lars Säfsund,backings,Thomas G:son,writers,2016,CY,2016-cy
Lars Säfsund,backings,Sacha Jean-Baptiste,stageDirector,2016,CY,2016-cy
Thomas G:son,writers,Sacha Jean-Baptiste,stageDirector,2016,CY,2016-cy
Barei,artist,Rebeca Rods,backings,2016,ES,2016-es
Barei,artist,Víctor Púa,writers,2016,ES,2016-es
Barei,artist,"Florian Boje, Niccolò Piccardi",stageDirector,2016,ES,2016-es
Rebeca Rods,backings,Víctor Púa,writers,2016,ES,2016-es
Rebeca Rods,backings,"Florian Boje, Niccolò Piccardi",stageDirector,2016,ES,2016-es
Víctor Púa,writers,"Florian Boje, Niccolò Piccardi",stageDirector,2016,ES,2016-es
Nina Kraljić,artist,Martina Majerle,backings,2016,HR,2016-hr
Nina Kraljić,artist,Nikola Paryla,writers,2016,HR,2016-hr
Martina Majerle,backings,Nikola Paryla,writers,2016,HR,2016-hr
Joe & Jake,artist,Ross Harris,backings,2016,GB,2016-gb
Joe & Jake,artist,S. Kanes,writers,2016,GB,2016-gb
Joe & Jake,artist,Dan Shipton,stageDirector,2016,GB,2016-gb
Ross Harris,backings,S. Kanes,writers,2016,GB,2016-gb
Ross Harris,backings,Dan Shipton,stageDirector,2016,GB,2016-gb
S. Kanes,writers,Dan Shipton,stageDirector,2016,GB,2016-gb
Gabriela Gunčíková,artist,Peter Ericson,backings,2016,CZ,2016-cz
Gabriela Gunčíková,artist,Sara Biglert,composers,2016,CZ,2016-cz
Gabriela Gunčíková,artist,Sara Biglert,lyricists,2016,CZ,2016-cz
Gabriela Gunčíková,artist,Jan Potměšil,stageDirector,2016,CZ,2016-cz
Peter Ericson,backings,Sara Biglert,composers,2016,CZ,2016-cz
Peter Ericson,backings,Sara Biglert,lyricists,2016,CZ,2016-cz
Peter Ericson,backings,Jan Potměšil,stageDirector,2016,CZ,2016-cz
Sara Biglert,composers,Sara Biglert,lyricists,2016,CZ,2016-cz
Sara Biglert,composers,Jan Potměšil,stageDirector,2016,CZ,2016-cz
Sara Biglert,lyricists,Jan Potměšil,stageDirector,2016,CZ,2016-cz
Jamie,artist,Tina Frank,backings,2016,DE,2016-de
Jamie,artist,Thomas Burchia,composers,2016,DE,2016-de
Jamie,artist,Anna Leyne,lyricists,2016,DE,2016-de
Tina Frank,backings,Thomas Burchia,composers,2016,DE,2016-de
Tina Frank,backings,Anna Leyne,lyricists,2016,DE,2016-de
Thomas Burchia,composers,Anna Leyne,lyricists,2016,DE,2016-de
Dalal & Deen feat. Ana Rucner & Jala,artist,Zorana Guja,backings,2016,BA,2016-ba
Dalal & Deen feat. Ana Rucner & Jala,artist,Almir Ajanović,composers,2016,BA,2016-ba
Dalal & Deen feat. Ana Rucner & Jala,artist,Jasmin Fazlić,lyricists,2016,BA,2016-ba
Dalal & Deen feat. Ana Rucner & Jala,artist,Haris Pašović,stageDirector,2016,BA,2016-ba
Zorana Guja,backings,Almir Ajanović,composers,2016,BA,2016-ba
Zorana Guja,backings,Jasmin Fazlić,lyricists,2016,BA,2016-ba
Zorana Guja,backings,Haris Pašović,stageDirector,2016,BA,2016-ba
Almir Ajanović,composers,Jasmin Fazlić,lyricists,2016,BA,2016-ba
Almir Ajanović,composers,Haris Pašović,stageDirector,2016,BA,2016-ba
Jasmin Fazlić,lyricists,Haris Pašović,stageDirector,2016,BA,2016-ba
Kaliopi,artist,Marija Naumovska,backings,2016,MK,2016-mk
Kaliopi,artist,Romeo Grill,composers,2016,MK,2016-mk
Kaliopi,artist,Kaliopi,lyricists,2016,MK,2016-mk
Marija Naumovska,backings,Romeo Grill,composers,2016,MK,2016-mk
Marija Naumovska,backings,Kaliopi,lyricists,2016,MK,2016-mk
Romeo Grill,composers,Kaliopi,lyricists,2016,MK,2016-mk
Ivan,artist,Melanie My Rosas,backings,2016,BY,2016-by
Ivan,artist,Viktor Drobysh,composers,2016,BY,2016-by
Ivan,artist,Timofei Leontiev,lyricists,2016,BY,2016-by
Ivan,artist,Viktor Drobysh,stageDirector,2016,BY,2016-by
Melanie My Rosas,backings,Viktor Drobysh,composers,2016,BY,2016-by
Melanie My Rosas,backings,Timofei Leontiev,lyricists,2016,BY,2016-by
Melanie My Rosas,backings,Viktor Drobysh,stageDirector,2016,BY,2016-by
Viktor Drobysh,composers,Timofei Leontiev,lyricists,2016,BY,2016-by
Viktor Drobysh,composers,Viktor Drobysh,stageDirector,2016,BY,2016-by
Timofei Leontiev,lyricists,Viktor Drobysh,stageDirector,2016,BY,2016-by
Serhat,artist,Olcayto Ahmet Tuğsuz,composers,2016,SM,2016-sm
Serhat,artist,Nektarios Tyrakis,lyricists,2016,SM,2016-sm
Serhat,artist,Ophelie Crispin,backings,2016,SM,2016-sm
Serhat,artist,Thierry Mugler,stageDirector,2016,SM,2016-sm
Olcayto Ahmet Tuğsuz,composers,Nektarios Tyrakis,lyricists,2016,SM,2016-sm
Olcayto Ahmet Tuğsuz,composers,Ophelie Crispin,backings,2016,SM,2016-sm
Olcayto Ahmet Tuğsuz,composers,Thierry Mugler,stageDirector,2016,SM,2016-sm
Nektarios Tyrakis,lyricists,Ophelie Crispin,backings,2016,SM,2016-sm
Nektarios Tyrakis,lyricists,Thierry Mugler,stageDirector,2016,SM,2016-sm
Ophelie Crispin,backings,Thierry Mugler,stageDirector,2016,SM,2016-sm
Agnete,artist,Nicoline Berg Kaasin,backings,2016,NO,2016-no
Agnete,artist,Mattias Carlsson,stageDirector,2016,NO,2016-no
Agnete,artist,Ian Curnow,writers,2016,NO,2016-no
Agnete,artist,Sara Christine Einbu,dancers,2016,NO,2016-no
Nicoline Berg Kaasin,backings,Mattias Carlsson,stageDirector,2016,NO,2016-no
Nicoline Berg Kaasin,backings,Ian Curnow,writers,2016,NO,2016-no
Nicoline Berg Kaasin,backings,Sara Christine Einbu,dancers,2016,NO,2016-no
Mattias Carlsson,stageDirector,Ian Curnow,writers,2016,NO,2016-no
Mattias Carlsson,stageDirector,Sara Christine Einbu,dancers,2016,NO,2016-no
Ian Curnow,writers,Sara Christine Einbu,dancers,2016,NO,2016-no
Highway,artist,Nikola Marjanović,backings,2016,ME,2016-me
Highway,artist,Srđan Sekulović Skansi,composers,2016,ME,2016-me
Highway,artist,Srđan Sekulović Skansi,lyricists,2016,ME,2016-me
Highway,artist,Igor Basorović,stageDirector,2016,ME,2016-me
Nikola Marjanović,backings,Srđan Sekulović Skansi,composers,2016,ME,2016-me
Nikola Marjanović,backings,Srđan Sekulović Skansi,lyricists,2016,ME,2016-me
Nikola Marjanović,backings,Igor Basorović,stageDirector,2016,ME,2016-me
Srđan Sekulović Skansi,composers,Srđan Sekulović Skansi,lyricists,2016,ME,2016-me
Srđan Sekulović Skansi,composers,Igor Basorović,stageDirector,2016,ME,2016-me
Srđan Sekulović Skansi,lyricists,Igor Basorović,stageDirector,2016,ME,2016-me
ManuElla,artist,Mitja Bobič,backings,2016,SI,2016-si
ManuElla,artist,Marjan Hvala,composers,2016,SI,2016-si
ManuElla,artist,Leon Oblak,lyricists,2016,SI,2016-si
ManuElla,artist,Nejc Levstik,stageDirector,2016,SI,2016-si
Mitja Bobič,backings,Marjan Hvala,composers,2016,SI,2016-si
Mitja Bobič,backings,Leon Oblak,lyricists,2016,SI,2016-si
Mitja Bobič,backings,Nejc Levstik,stageDirector,2016,SI,2016-si
Marjan Hvala,composers,Leon Oblak,lyricists,2016,SI,2016-si
Marjan Hvala,composers,Nejc Levstik,stageDirector,2016,SI,2016-si
Leon Oblak,lyricists,Nejc Levstik,stageDirector,2016,SI,2016-si
Greta Salóme,artist,Greta Salóme Stefánsdóttir,writers,2016,IS,2016-is
Greta Salóme,artist,Pétur Örn Guðmundsson,backings,2016,IS,2016-is
Greta Salóme,artist,"Ásgeir Helgi Magnússon, Jonathan Duffy",stageDirector,2016,IS,2016-is
Greta Salóme Stefánsdóttir,writers,Pétur Örn Guðmundsson,backings,2016,IS,2016-is
Greta Salóme Stefánsdóttir,writers,"Ásgeir Helgi Magnússon, Jonathan Duffy",stageDirector,2016,IS,2016-is
Pétur Örn Guðmundsson,backings,"Ásgeir Helgi Magnússon, Jonathan Duffy",stageDirector,2016,IS,2016-is
Sandhja,artist,Sandhja Kuivalainen,composers,2016,FI,2016-fi
Sandhja,artist,Sandhja Kuivalainen,lyricists,2016,FI,2016-fi
Sandhja,artist,Tuuli Ikonen,backings,2016,FI,2016-fi
Sandhja,artist,Reija Wäre,stageDirector,2016,FI,2016-fi
Sandhja Kuivalainen,composers,Sandhja Kuivalainen,lyricists,2016,FI,2016-fi
Sandhja Kuivalainen,composers,Tuuli Ikonen,backings,2016,FI,2016-fi
Sandhja Kuivalainen,composers,Reija Wäre,stageDirector,2016,FI,2016-fi
Sandhja Kuivalainen,lyricists,Tuuli Ikonen,backings,2016,FI,2016-fi
Sandhja Kuivalainen,lyricists,Reija Wäre,stageDirector,2016,FI,2016-fi
Tuuli Ikonen,backings,Reija Wäre,stageDirector,2016,FI,2016-fi
Nicky Byrne,artist,Wayne Hector,composers,2016,IE,2016-ie
Nicky Byrne,artist,Wayne Hector,lyricists,2016,IE,2016-ie
Nicky Byrne,artist,Jennifer Healy,backings,2016,IE,2016-ie
Nicky Byrne,artist,Tim Byrne,stageDirector,2016,IE,2016-ie
Wayne Hector,composers,Wayne Hector,lyricists,2016,IE,2016-ie
Wayne Hector,composers,Jennifer Healy,backings,2016,IE,2016-ie
Wayne Hector,composers,Tim Byrne,stageDirector,2016,IE,2016-ie
Wayne Hector,lyricists,Jennifer Healy,backings,2016,IE,2016-ie
Wayne Hector,lyricists,Tim Byrne,stageDirector,2016,IE,2016-ie
Jennifer Healy,backings,Tim Byrne,stageDirector,2016,IE,2016-ie
Eneda Tarifa,artist,Xhoni Jesku,backings,2016,AL,2016-al
Eneda Tarifa,artist,Olsa Toqi,writers,2016,AL,2016-al
Xhoni Jesku,backings,Olsa Toqi,writers,2016,AL,2016-al
Argo,artist,Vladimiros Sofianidis,writers,2016,GR,2016-gr
Argo,artist,Maria Liraraki,stageDirector,2016,GR,2016-gr
Argo,artist,Vasilis Roxenos,dancers,2016,GR,2016-gr
Vladimiros Sofianidis,writers,Maria Liraraki,stageDirector,2016,GR,2016-gr
Vladimiros Sofianidis,writers,Vasilis Roxenos,dancers,2016,GR,2016-gr
Maria Liraraki,stageDirector,Vasilis Roxenos,dancers,2016,GR,2016-gr
Lighthouse X,artist,Søren Okholm,backings,2016,DK,2016-dk
Lighthouse X,artist,Birgitte Næss-Schmidt,stageDirector,2016,DK,2016-dk
Lighthouse X,artist,Søren Bregendal,writers,2016,DK,2016-dk
Søren Okholm,backings,Birgitte Næss-Schmidt,stageDirector,2016,DK,2016-dk
Søren Okholm,backings,Søren Bregendal,writers,2016,DK,2016-dk
Birgitte Næss-Schmidt,stageDirector,Søren Bregendal,writers,2016,DK,2016-dk
Lidia Isac,artist,Gabriel Alares,backings,2016,MD,2016-md
Lidia Isac,artist,Sebastian Lestapier,writers,2016,MD,2016-md
Lidia Isac,artist,Maru Petrova,stageDirector,2016,MD,2016-md
Lidia Isac,artist,Iuri Rîbac,dancers,2016,MD,2016-md
Gabriel Alares,backings,Sebastian Lestapier,writers,2016,MD,2016-md
Gabriel Alares,backings,Maru Petrova,stageDirector,2016,MD,2016-md
Gabriel Alares,backings,Iuri Rîbac,dancers,2016,MD,2016-md
Sebastian Lestapier,writers,Maru Petrova,stageDirector,2016,MD,2016-md
Sebastian Lestapier,writers,Iuri Rîbac,dancers,2016,MD,2016-md
Maru Petrova,stageDirector,Iuri Rîbac,dancers,2016,MD,2016-md
Rykka,artist,Tanja Dankner,backings,2016,CH,2016-ch
Rykka,artist,Warne Livesey,writers,2016,CH,2016-ch
Tanja Dankner,backings,Warne Livesey,writers,2016,CH,2016-ch
Jüri Pootsmann,artist,Vallo Kikas,writers,2016,EE,2016-ee
Jüri Pootsmann,artist,Silver Laas,backings,2016,EE,2016-ee
Vallo Kikas,writers,Silver Laas,backings,2016,EE,2016-ee
Salvador Sobral,artist,Luísa Sobral,writers,2017,PT,2017-pt
Salvador Sobral,artist,Luísa Sobral,stageDirector,2017,PT,2017-pt
Luísa Sobral,writers,Luísa Sobral,stageDirector,2017,PT,2017-pt
Kristian Kostov,artist,Sebastian Arman,writers,2017,BG,2017-bg
Kristian Kostov,artist,Vlado Mihailov,backings,2017,BG,2017-bg
Kristian Kostov,artist,Sacha Jean-Baptiste,stageDirector,2017,BG,2017-bg
Sebastian Arman,writers,Vlado Mihailov,backings,2017,BG,2017-bg
Sebastian Arman,writers,Sacha Jean-Baptiste,stageDirector,2017,BG,2017-bg
Vlado Mihailov,backings,Sacha Jean-Baptiste,stageDirector,2017,BG,2017-bg
Sunstroke Project,artist,Sergey Stepanov,composers,2017,MD,2017-md
Sunstroke Project,artist,Alina Galetskaya,lyricists,2017,MD,2017-md
Sunstroke Project,artist,Helena Abegaz,backings,2017,MD,2017-md
Sunstroke Project,artist,Maru Petrova,stageDirector,2017,MD,2017-md
Sergey Stepanov,composers,Alina Galetskaya,lyricists,2017,MD,2017-md
Sergey Stepanov,composers,Helena Abegaz,backings,2017,MD,2017-md
Sergey Stepanov,composers,Maru Petrova,stageDirector,2017,MD,2017-md
Alina Galetskaya,lyricists,Helena Abegaz,backings,2017,MD,2017-md
Alina Galetskaya,lyricists,Maru Petrova,stageDirector,2017,MD,2017-md
Helena Abegaz,backings,Maru Petrova,stageDirector,2017,MD,2017-md
Blanche,artist,Pierre Dumoulin,composers,2017,BE,2017-be
Blanche,artist,Pierre Dumoulin,lyricists,2017,BE,2017-be
Blanche,artist,Susanna Marie Cork,backings,2017,BE,2017-be
Blanche,artist,Jean-Jacques Marotte,stageDirector,2017,BE,2017-be
Pierre Dumoulin,composers,Pierre Dumoulin,lyricists,2017,BE,2017-be
Pierre Dumoulin,composers,Susanna Marie Cork,backings,2017,BE,2017-be
Pierre Dumoulin,composers,Jean-Jacques Marotte,stageDirector,2017,BE,2017-be
Pierre Dumoulin,lyricists,Susanna Marie Cork,backings,2017,BE,2017-be
Pierre Dumoulin,lyricists,Jean-Jacques Marotte,stageDirector,2017,BE,2017-be
Susanna Marie Cork,backings,Jean-Jacques Marotte,stageDirector,2017,BE,2017-be
Robin Bengtsson,artist,Robin Stjernberg,writers,2017,SE,2017-se
Robin Bengtsson,artist,Patrik Riber,backings,2017,SE,2017-se
Robin Bengtsson,artist,"Lotta Furebäck, Mari Ryberger, Zain Odelstål",stageDirector,2017,SE,2017-se
Robin Stjernberg,writers,Patrik Riber,backings,2017,SE,2017-se
Robin Stjernberg,writers,"Lotta Furebäck, Mari Ryberger, Zain Odelstål",stageDirector,2017,SE,2017-se
Patrik Riber,backings,"Lotta Furebäck, Mari Ryberger, Zain Odelstål",stageDirector,2017,SE,2017-se
Francesco Gabbani,artist,Nausicaa Magarini,backings,2017,IT,2017-it
Francesco Gabbani,artist,Luca Chiaravalli,writers,2017,IT,2017-it
Francesco Gabbani,artist,Filippo Ranaldi,stageDirector,2017,IT,2017-it
Francesco Gabbani,artist,Filippo Ranaldi,dancers,2017,IT,2017-it
Nausicaa Magarini,backings,Luca Chiaravalli,writers,2017,IT,2017-it
Nausicaa Magarini,backings,Filippo Ranaldi,stageDirector,2017,IT,2017-it
Nausicaa Magarini,backings,Filippo Ranaldi,dancers,2017,IT,2017-it
Luca Chiaravalli,writers,Filippo Ranaldi,stageDirector,2017,IT,2017-it
Luca Chiaravalli,writers,Filippo Ranaldi,dancers,2017,IT,2017-it
Filippo Ranaldi,stageDirector,Filippo Ranaldi,dancers,2017,IT,2017-it
Ilinca feat. Alex Florea,artist,Mihai Alexandru,composers,2017,RO,2017-ro
Ilinca feat. Alex Florea,artist,Alexa Niculae,lyricists,2017,RO,2017-ro
Ilinca feat. Alex Florea,artist,Cristian Goaie,backings,2017,RO,2017-ro
Ilinca feat. Alex Florea,artist,Aurel Badea,stageDirector,2017,RO,2017-ro
Mihai Alexandru,composers,Alexa Niculae,lyricists,2017,RO,2017-ro
Mihai Alexandru,composers,Cristian Goaie,backings,2017,RO,2017-ro
Mihai Alexandru,composers,Aurel Badea,stageDirector,2017,RO,2017-ro
Alexa Niculae,lyricists,Cristian Goaie,backings,2017,RO,2017-ro
Alexa Niculae,lyricists,Aurel Badea,stageDirector,2017,RO,2017-ro
Cristian Goaie,backings,Aurel Badea,stageDirector,2017,RO,2017-ro
Joci Pápai,artist,József Pápai,writers,2017,HU,2017-hu
Joci Pápai,artist,Szabolcs Gyöngyösi,stageDirector,2017,HU,2017-hu
Joci Pápai,artist,Alexandra Virág,dancers,2017,HU,2017-hu
József Pápai,writers,Szabolcs Gyöngyösi,stageDirector,2017,HU,2017-hu
József Pápai,writers,Alexandra Virág,dancers,2017,HU,2017-hu
Szabolcs Gyöngyösi,stageDirector,Alexandra Virág,dancers,2017,HU,2017-hu
Isaiah,artist,Michael Angelo,writers,2017,AU,2017-au
Isaiah,artist,Daniel Adrian Kelaart,backings,2017,AU,2017-au
Isaiah,artist,"Marko Panzic, Sacha Jean-Baptiste",stageDirector,2017,AU,2017-au
Michael Angelo,writers,Daniel Adrian Kelaart,backings,2017,AU,2017-au
Michael Angelo,writers,"Marko Panzic, Sacha Jean-Baptiste",stageDirector,2017,AU,2017-au
Daniel Adrian Kelaart,backings,"Marko Panzic, Sacha Jean-Baptiste",stageDirector,2017,AU,2017-au
Jowst,artist,Joakim With Steen,composers,2017,NO,2017-no
Jowst,artist,Jonas McDonnell,lyricists,2017,NO,2017-no
Jowst,artist,Ole-André Enggrav,backings,2017,NO,2017-no
Jowst,artist,Mattias Carlsson,stageDirector,2017,NO,2017-no
Joakim With Steen,composers,Jonas McDonnell,lyricists,2017,NO,2017-no
Joakim With Steen,composers,Ole-André Enggrav,backings,2017,NO,2017-no
Joakim With Steen,composers,Mattias Carlsson,stageDirector,2017,NO,2017-no
Jonas McDonnell,lyricists,Ole-André Enggrav,backings,2017,NO,2017-no
Jonas McDonnell,lyricists,Mattias Carlsson,stageDirector,2017,NO,2017-no
Ole-André Enggrav,backings,Mattias Carlsson,stageDirector,2017,NO,2017-no
OG3NE,artist,Rory de Kievit,composers,2017,NL,2017-nl
OG3NE,artist,Rick Vol,lyricists,2017,NL,2017-nl
OG3NE,artist,Rolf Meter,stageDirector,2017,NL,2017-nl
Rory de Kievit,composers,Rick Vol,lyricists,2017,NL,2017-nl
Rory de Kievit,composers,Rolf Meter,stageDirector,2017,NL,2017-nl
Rick Vol,lyricists,Rolf Meter,stageDirector,2017,NL,2017-nl
Alma,artist,Nazim Khaled,composers,2017,FR,2017-fr
Alma,artist,Nazim Khaled,lyricists,2017,FR,2017-fr
Alma,artist,Nathanaëlle Langlais,backings,2017,FR,2017-fr
Nazim Khaled,composers,Nazim Khaled,lyricists,2017,FR,2017-fr
Nazim Khaled,composers,Nathanaëlle Langlais,backings,2017,FR,2017-fr
Nazim Khaled,lyricists,Nathanaëlle Langlais,backings,2017,FR,2017-fr
Jacques Houdek,artist,Tony Malm,composers,2017,HR,2017-hr
Jacques Houdek,artist,Jacques Houdek,lyricists,2017,HR,2017-hr
Jacques Houdek,artist,Matija Cvek,backings,2017,HR,2017-hr
Jacques Houdek,artist,Krešimir Dolenčić,stageDirector,2017,HR,2017-hr
Tony Malm,composers,Jacques Houdek,lyricists,2017,HR,2017-hr
Tony Malm,composers,Matija Cvek,backings,2017,HR,2017-hr
Tony Malm,composers,Krešimir Dolenčić,stageDirector,2017,HR,2017-hr
Jacques Houdek,lyricists,Matija Cvek,backings,2017,HR,2017-hr
Jacques Houdek,lyricists,Krešimir Dolenčić,stageDirector,2017,HR,2017-hr
Matija Cvek,backings,Krešimir Dolenčić,stageDirector,2017,HR,2017-hr
Dihaj,artist,Isa Melikov,composers,2017,AZ,2017-az
Dihaj,artist,Sandra Bjurman,lyricists,2017,AZ,2017-az
Dihaj,artist,Vitaliy Zagoruiko,dancers,2017,AZ,2017-az
Dihaj,artist,Marie Nordmark Sjöström,backings,2017,AZ,2017-az
Dihaj,artist,Naila Mammadzadeh,stageDirector,2017,AZ,2017-az
Isa Melikov,composers,Sandra Bjurman,lyricists,2017,AZ,2017-az
Isa Melikov,composers,Vitaliy Zagoruiko,dancers,2017,AZ,2017-az
Isa Melikov,composers,Marie Nordmark Sjöström,backings,2017,AZ,2017-az
Isa Melikov,composers,Naila Mammadzadeh,stageDirector,2017,AZ,2017-az
Sandra Bjurman,lyricists,Vitaliy Zagoruiko,dancers,2017,AZ,2017-az
